0	458856	510
1	461250	1027
2	474093	1585
3	478380	2135
4	470299	2627
5	478394	3210
6	480836	3769
7	480665	4310
8	482873	4877
9	476386	5352
10	477720	5911
11	478735	6469
12	472689	6927
13	472190	7461
14	471681	7994
15	470248	8511
16	469355	9036
17	465241	9494
18	461511	9953
19	461041	10478
20	457777	10936
21	457423	11461
22	454517	11920
23	454250	12445
24	451333	12895
25	450846	13411
26	450358	13928
27	449608	14436
28	449126	14953
29	448643	15470
30	448389	15995
31	447893	16512
32	447834	17045
33	447745	17578
34	448044	18128
35	447496	18645
36	445201	19087
37	444514	19595
38	444207	20120
39	442275	20570
40	441638	21079
41	439645	21521
42	439717	22062
43	439436	22587
44	438987	23104
45	438556	23622
46	438100	24139
47	437492	24647
48	435734	25089
49	435443	25614
50	433756	26056
51	433476	26581
52	433319	27114
53	433019	27639
54	431559	28089
55	431138	28606
56	430468	29106
57	429199	29564
58	428788	30081
59	427442	30531
60	427155	31056
61	426749	31573
62	426449	32098
63	425382	32565
64	425081	33090
65	423932	33548
66	423735	34081
67	422917	34565
68	422109	35048
69	421998	35590
70	422367	36173
71	421367	36640
72	421041	37165
73	420245	37649
74	420282	38207
75	419400	38682
76	419687	39265
77	419512	39807
78	418375	40257
79	417682	40749
80	417585	41299
81	417475	41849
82	417438	42408
83	417307	42958
84	417245	43516
85	416463	43999
86	415533	44466
87	415150	44991
88	415448	45591
89	415575	46175
90	414724	46650
91	413882	47125
92	413553	47658
93	413006	48167
94	412812	48717
95	412821	49292
96	412956	49883
97	413075	50475
98	412238	50950
99	412005	51500
100	411372	52000
101	410416	52459
102	410243	53017
103	409934	53559
104	409747	54117
105	408930	54592
106	407995	55051
107	407558	55576
108	407240	56117
109	406619	56617
110	405823	57093
111	405325	57609
112	405002	58151
113	404559	58676
114	404229	59218
115	403838	59751
116	403557	60301
117	403050	60818
118	402215	61285
119	401278	61735
120	400564	62218
121	399748	62685
122	399357	63218
123	399181	63786
124	399042	64361
125	398641	64895
126	398339	65445
127	397732	65945
128	397375	66486
129	396916	67011
130	396066	67470
131	395658	68003
132	395152	68520
133	394740	69053
134	394516	69620
135	393819	70104
136	393682	70687
137	393400	71245
138	392613	71712
139	391917	72195
140	391769	72779
141	391611	73362
142	390787	73821
143	390535	74387
144	389803	74862
145	388901	75304
146	388220	75788
147	387964	76354
148	387536	76888
149	386732	77346
150	386553	77929
151	386122	78463
152	385486	78955
153	385095	79496
154	384821	80063
155	384345	80588
156	384066	81155
157	383235	81605
158	382603	82097
159	382243	82647
160	381994	83222
161	381742	83797
162	381074	84281
163	380929	84881
164	380408	85397
165	380182	85981
166	379987	86572
167	379861	87181
168	379693	87781
169	379519	88381
170	378915	88881
171	378382	89398
172	378025	89956
173	377422	90456
174	376958	90990
175	376288	91473
176	376062	92065
177	375663	92615
178	374927	93081
179	374328	93582
180	374027	94157
181	373591	94698
182	372796	95148
183	372166	95640
184	371603	96149
185	371103	96674
186	370858	97265
187	370419	97807
188	370043	98365
189	369322	98832
190	368727	99332
191	368195	99849
192	367693	100374
193	367100	100874
194	366839	101466
195	366605	102066
196	366070	102583
197	365772	103166
198	365533	103767
199	364791	104226
200	364139	104709
201	363747	105267
202	363239	105792
203	362590	106276
204	362308	106868
205	361856	107409
206	361068	107851
207	360477	108351
208	359970	108876
209	359435	109393
210	358900	109910
211	358123	110351
212	357697	110901
213	357137	111410
214	356737	111968
215	356467	112568
216	356194	113168
217	355919	113768
218	355615	114360
219	355256	114935
220	354818	115485
221	354506	116077
222	353762	116527
223	353273	117060
224	352682	117560
225	351944	118011
226	351554	118577
227	351261	119177
228	350721	119694
229	350253	120236
230	349858	120803
231	349485	121378
232	349158	121970
233	348876	122578
234	348544	123169
235	348234	123769
236	347921	124370
237	347606	124970
238	347103	125503
239	346693	126070
240	346372	126670
241	345663	127128
242	345047	127620
243	344522	128145
244	344041	128687
245	343670	129270
246	343254	129837
247	342573	130304
248	341894	130770
249	341282	131262
250	340757	131787
251	340211	132304
252	339579	132787
253	339267	133396
254	338678	133896
255	338237	134454
256	337795	135013
257	337248	135529
258	336722	136054
259	336032	136513
260	335487	137029
261	334799	137488
262	334195	137980
263	333812	138563
264	333307	139096
265	332882	139663
266	332258	140147
267	331832	140713
268	331366	141263
269	330743	141747
270	330315	142314
271	329867	142872
272	329475	143455
273	328986	143997
274	328535	144555
275	327936	145048
276	327353	145548
277	327051	146173
278	326671	146765
279	326272	147348
280	325798	147898
281	325160	148374
282	324522	148849
283	324157	149449
284	323790	150049
285	323439	150657
286	323033	151240
287	322573	151799
288	321936	152274
289	321528	152857
290	320927	153349
291	320396	153874
292	319727	154333
293	319231	154874
294	318803	155449
295	318239	155958
296	317640	156450
297	317043	156941
298	316480	157450
299	315983	157991
300	315520	158550
301	315155	159158
302	314657	159700
303	314207	160267
304	313644	160775
305	313226	161358
306	312742	161908
307	312050	162350
308	311567	162900
309	311115	163467
310	310710	164059
311	310225	164609
312	309677	165126
313	309036	165592
314	308597	166167
315	308096	166709
316	307548	167226
317	307123	167809
318	306499	168284
319	305982	168818
320	305465	169351
321	304829	169818
322	304327	170360
323	303854	170918
324	303352	171460
325	302747	171943
326	302332	172535
327	301756	173035
328	301311	173610
329	300822	174160
330	300333	174710
331	299857	175268
332	299409	175843
333	298834	176344
334	298371	176910
335	297768	177394
336	297110	177844
337	296592	178377
338	296101	178927
339	295473	179394
340	294872	179877
341	294436	180461
342	293891	180977
343	293224	181419
344	292559	181861
345	292042	182394
346	291445	182878
347	290836	183353
348	290253	183845
349	289685	184345
350	289169	184878
351	288535	185336
352	287890	185787
353	287428	186354
354	287002	186946
355	286562	187530
356	286058	188071
357	285529	188596
358	285037	189146
359	284445	189630
360	283891	190138
361	283386	190680
362	282808	191172
363	282316	191722
364	281738	192213
365	281185	192722
366	280559	193180
367	280067	193730
368	279587	194289
369	279094	194839
370	278624	195405
371	278024	195881
372	277554	196447
373	277072	197006
374	276578	197556
375	275968	198023
376	275335	198473
377	274726	198939
378	274278	199523
379	273784	200073
380	273312	200639
381	272772	201156
382	272255	201690
383	271625	202140
384	271097	202665
385	270636	203240
386	270052	203723
387	269513	204240
388	269006	204782
389	268500	205323
390	268015	205882
391	267486	206407
392	266979	206948
393	266398	207432
394	265912	207990
395	265363	208499
396	264802	208999
397	264274	209524
398	263725	210032
399	263103	210482
400	262607	211032
401	262100	211574
402	261551	212083
403	261085	212658
404	260597	213216
405	260089	213758
406	259511	214241
407	258913	214708
408	258395	215241
409	257897	215791
410	257439	216375
411	256841	216841
412	256274	217333
413	255766	217875
414	255170	218342
415	254692	218908
416	254164	219433
417	253684	220000
418	253204	220567
419	252753	221159
420	252272	221725
421	251658	222175
422	251074	222650
423	250546	223175
424	250009	223692
425	249500	224234
426	248944	224734
427	248481	225317
428	247907	225801
429	247461	226401
430	246933	226926
431	246416	227460
432	245932	228027
433	245333	228486
434	244849	229052
435	244339	229594
436	243740	230052
437	243212	230578
438	242736	231153
439	242174	231644
440	241559	232086
441	240945	232528
442	240418	233053
443	239934	233620
444	239406	234145
445	238811	234603
446	238217	235061
447	237656	235553
448	237188	236136
449	236695	236695
450	236185	237237
451	235666	237770
452	235073	238228
453	234555	238762
454	233971	239229
455	233477	239787
456	232894	240254
457	232424	240837
458	231897	241362
459	231418	241937
460	230971	242546
461	230396	243021
462	229861	243537
463	229429	244163
464	228917	244704
465	228413	245254
466	227932	245829
467	227419	246371
468	226922	246929
469	226372	247429
470	225867	247980
471	225316	248480
472	224796	249013
473	224201	249463
474	223688	250005
475	223087	250447
476	222515	250922
477	221988	251447
478	221403	251905
479	220891	252447
480	220371	252980
481	219866	253530
482	219347	254064
483	218870	254647
484	218372	255205
485	217873	255764
486	217303	256239
487	216783	256772
488	216298	257347
489	215778	257881
490	215264	258422
491	214758	258972
492	214237	259506
493	213696	260014
494	213196	260573
495	212655	261081
496	212120	261598
497	211553	262073
498	211032	262606
499	210532	263165
500	210057	263756
501	209510	264256
502	208982	264781
503	208488	265348
504	208025	265957
505	207549	266548
506	207047	267107
507	206532	267648
508	206062	268250
509	205565	268816
510	205043	269350
511	204477	269826
512	203954	270358
513	203451	270917
514	202916	271433
515	202400	271975
516	201877	272508
517	201337	273017
518	200802	273533
519	200298	274092
520	199751	274592
521	199192	275075
522	198664	275600
523	198160	276159
524	197643	276701
525	197138	277259
526	196633	277817
527	196099	278334
528	195576	278867
529	195036	279376
530	194519	279918
531	193996	280451
532	193444	280943
533	192899	281443
534	192399	282010
535	191887	282560
536	191336	283051
537	190830	283610
538	190318	284160
539	189801	284701
540	189289	285252
541	188777	285802
542	188264	286352
543	187779	286943
544	187277	287510
545	186759	288052
546	186208	288543
547	185711	289119
548	185214	289694
549	184679	290210
550	184195	290807
551	183668	291335
552	183144	291869
553	182604	292377
554	182064	292886
555	181519	293386
556	180995	293919
557	180466	294444
558	179911	294928
559	179341	295386
560	178820	295923
561	178318	296494
562	177799	297036
563	177270	297561
564	176766	298128
565	176237	298653
566	175742	299236
567	175183	299711
568	174640	300212
569	174106	300728
570	173567	301237
571	173033	301753
572	172509	302287
573	172004	302853
574	171484	303395
575	170955	303920
576	170440	304470
577	169911	304995
578	169405	305562
579	168898	306129
580	168387	306687
581	167890	307271
582	167388	307846
583	166880	308412
584	166351	308937
585	165776	309379
586	165261	309930
587	164696	310389
588	164175	310930
589	163615	311397
590	163073	311897
591	162539	312414
592	161993	312906
593	161460	313422
594	160931	313947
595	160364	314398
596	159860	314973
597	159357	315548
598	158861	316140
599	158365	316731
600	157857	317298
601	157311	317790
602	156782	318315
603	156260	318856
604	155703	319323
605	155170	319840
606	154640	320365
607	154119	320907
608	153614	321482
609	153085	322007
610	152528	322474
611	152011	323024
612	151497	323582
613	150980	324132
614	150454	324665
615	149894	325124
616	149365	325649
617	148810	326116
618	148254	326582
619	147733	327124
620	147208	327658
621	146685	328195
622	146184	328783
623	145677	329358
624	145133	329849
625	144626	330424
626	144101	330958
627	143554	331441
628	143050	332025
629	142553	332625
630	142056	333225
631	141541	333783
632	141015	334317
633	140506	334892
634	139987	335442
635	139482	336025
636	138973	336600
637	138446	337133
638	137913	337650
639	137377	338159
640	136847	338684
641	136331	339242
642	135814	339800
643	135274	340300
644	134728	340784
645	134221	341367
646	133685	341876
647	133175	342451
648	132655	343001
649	132131	343542
650	131611	344093
651	131081	344618
652	130539	345109
653	129981	345559
654	129448	346076
655	128931	346635
656	128398	347151
657	127847	347618
658	127318	348143
659	126794	348685
660	126268	349218
661	125744	349760
662	125194	350227
663	124670	350768
664	124150	351320
665	123618	351836
666	123097	352386
667	122576	352936
668	122056	353486
669	121526	354012
670	120999	354545
671	120456	355028
672	119926	355553
673	119369	355995
674	118834	356504
675	118308	357037
676	117776	357554
677	117241	358062
678	116715	358596
679	116175	359087
680	115622	359537
681	115082	360029
682	114535	360496
683	113988	360963
684	113475	361538
685	112954	362088
686	112431	362629
687	111881	363088
688	111355	363621
689	110837	364180
690	110316	364730
691	109800	365297
692	109266	365805
693	108737	366330
694	108214	366872
695	107685	367397
696	107168	367963
697	106647	368513
698	106120	369047
699	105589	369563
700	105063	370097
701	104541	370647
702	104019	371197
703	103502	371764
704	102975	372297
705	102458	372864
706	101943	373439
707	101429	374022
708	100905	374564
709	100358	375022
710	99833	375564
711	99315	376131
712	98782	376639
713	98237	377106
714	97730	377714
715	97205	378256
716	96667	378748
717	96164	379373
718	95643	379931
719	95128	380515
720	94597	381031
721	94068	381556
722	93544	382106
723	92995	382548
724	92460	383048
725	91940	383615
726	91401	384098
727	90870	384615
728	90347	385165
729	89804	385632
730	89273	386149
731	88754	386715
732	88227	387249
733	87688	387732
734	87159	388257
735	86625	388757
736	86081	389216
737	85552	389741
738	85040	390341
739	84522	390916
740	83998	391466
741	83477	392024
742	82962	392617
743	82429	393126
744	81902	393659
745	81357	394109
746	80816	394576
747	80289	395109
748	79749	395576
749	79218	396093
750	78688	396610
751	78146	397068
752	77621	397610
753	77094	398143
754	76555	398618
755	76014	399077
756	75492	399635
757	74973	400210
758	74446	400743
759	73911	401235
760	73369	401685
761	72860	402319
762	72330	402835
763	71793	403311
764	71259	403802
765	70733	404344
766	70214	404919
767	69678	405402
768	69157	405969
769	68633	406519
770	68107	407061
771	67573	407553
772	67053	408128
773	66538	408736
774	66018	409311
775	65490	409845
776	64952	410311
777	64428	410861
778	63907	411436
779	63387	412020
780	62861	412562
781	62340	413136
782	61811	413662
783	61275	414137
784	60745	414653
785	60213	415153
786	59688	415704
787	59161	416245
788	58637	416804
789	58111	417345
790	57573	417804
791	57047	418345
792	56526	418929
793	56006	419521
794	55477	420046
795	54945	420546
796	54428	421162
797	53905	421729
798	53378	422271
799	52845	422763
800	52314	423271
801	51778	423738
802	51250	424271
803	50714	424730
804	50185	425255
805	49658	425796
806	49133	426355
807	48598	426821
808	48069	427347
809	47544	427897
810	47018	428447
811	46492	428997
812	45960	429497
813	45434	430047
814	44906	430572
815	44370	431030
816	43838	431522
817	43310	432047
818	42785	432605
819	42261	433180
820	41733	433715
821	41205	434240
822	40671	434707
823	40148	435290
824	39619	435815
825	39085	436282
826	38558	436816
827	38026	437307
828	37501	437866
829	36970	438366
830	36445	438932
831	35917	439458
832	35392	440033
833	34870	440641
834	34342	441166
835	33809	441641
836	33286	442233
837	32763	442833
838	32232	443325
839	31700	443808
840	31172	444341
841	30645	444883
842	30117	445425
843	29589	445950
844	29056	446408
845	28530	446975
846	28003	447525
847	27474	448042
848	26944	448550
849	26412	449009
850	25880	449484
851	25352	450009
852	24827	450584
853	24298	451101
854	23767	451584
855	23238	452101
856	22710	452626
857	22181	453142
858	21653	453667
859	21124	454176
860	20596	454701
861	20067	455218
862	19538	455726
863	19009	456218
864	18480	456743
865	17953	457276
866	17422	457743
867	16895	458301
868	16369	458876
869	15842	459435
870	15315	459985
871	14787	460535
872	14257	460985
873	13728	461477
874	13199	461993
875	12670	462477
876	12143	463052
877	11614	463519
878	11087	464102
879	10560	464660
880	10032	465202
881	9504	465719
882	8976	466236
883	8446	466694
884	7918	467219
885	7391	467752
886	6863	468327
887	6336	468903
888	5808	469436
889	5280	469969
890	4752	470544
891	4224	471053
892	3696	471569
893	3168	472119
894	2640	472661
895	2112	473128
896	1583	473603
897	1056	474146
898	527	474663
899	0	475196
