iter	Logloss
0	0.6348059163
1	0.5817395664
2	0.5335990817
3	0.4901498739
4	0.4502889838
5	0.4143447106
6	0.3820910152
7	0.3536317854
8	0.3270353277
9	0.3026610871
10	0.2808474811
11	0.2618637483
12	0.2445289147
13	0.2284579764
14	0.2136890396
15	0.2006715692
16	0.1890694529
17	0.1787598108
18	0.1689663868
19	0.1603887008
20	0.1516756227
21	0.1444932981
22	0.1382252158
23	0.1323019228
24	0.1259984186
25	0.121419734
26	0.117238013
27	0.1133107587
28	0.1098728198
29	0.1065765589
30	0.1037317356
31	0.1005291378
32	0.09759452461
33	0.09497993033
34	0.09218152684
35	0.09050182089
36	0.08900437289
37	0.08711425806
38	0.08584624285
39	0.08465647989
40	0.08284983347
41	0.0815226015
42	0.08044215721
43	0.0788396001
44	0.07745520753
45	0.07655804629
46	0.075967188
47	0.0749868677
48	0.07413905644
49	0.07312265772
50	0.07243538045
51	0.07164435865
52	0.07089252713
53	0.070256806
54	0.06970194745
55	0.0691965105
56	0.06861800993
57	0.06817757537
58	0.06776869995
59	0.06737697873
60	0.06690305401
61	0.06634769627
62	0.06587647814
63	0.06563423241
64	0.06533812138
65	0.06519893627
66	0.06491894657
67	0.06458259502
68	0.06422707334
69	0.0639424352
70	0.06364796221
71	0.06337059227
72	0.0631174016
73	0.0628649379
74	0.06263007878
75	0.06245959314
76	0.06229571618
77	0.06213505083
78	0.06198459524
79	0.06178027328
80	0.06163905814
81	0.06150533698
82	0.06136612445
83	0.06122061343
84	0.0610479746
85	0.06089313232
86	0.06074442739
87	0.06065248797
88	0.06054578968
89	0.06042630941
90	0.06028288323
91	0.06017160527
92	0.06005604346
93	0.05997344403
94	0.05984633702
95	0.05975598824
96	0.05968096807
97	0.05959566154
98	0.05949142008
99	0.05942208454
100	0.0593441225
101	0.05928039201
102	0.05917930377
103	0.05911423535
104	0.05904548204
105	0.05901594762
106	0.05895009165
107	0.05887727256
108	0.0588107913
109	0.05877354066
110	0.05867012371
111	0.05858799616
112	0.05852413603
113	0.05846533069
114	0.05838729181
115	0.05833775235
116	0.05830233373
117	0.05826772359
118	0.05820973367
119	0.05816007313
120	0.05807405046
121	0.05800452215
122	0.0579499879
123	0.05792313408
124	0.05790163378
125	0.05783265548
126	0.05779872304
127	0.05775545505
128	0.05772630049
129	0.05769796962
130	0.05765966995
131	0.05759652779
132	0.05754152895
133	0.05748582346
134	0.05745527815
135	0.05740789346
136	0.05738644967
137	0.05733282922
138	0.05728677083
139	0.05723521278
140	0.05719581362
141	0.05716330203
142	0.05712085221
143	0.05709693415
144	0.05703595724
145	0.05699744044
146	0.05696720025
147	0.05691928996
148	0.05688160641
149	0.056827355
150	0.05680483111
151	0.05678477348
152	0.05676429379
153	0.05674135893
154	0.05670693018
155	0.05666663187
156	0.05664415941
157	0.05659783531
158	0.05657486831
159	0.05654331715
160	0.05652557095
161	0.05650354046
162	0.05648959792
163	0.05646952195
164	0.05643486177
165	0.05639001812
166	0.05637103901
167	0.05635309479
168	0.05633323033
169	0.05630336702
170	0.05625231947
171	0.05622842877
172	0.05619641461
173	0.05616910161
174	0.05612451833
175	0.05608514078
176	0.05606723318
177	0.05603666297
178	0.05601973009
179	0.05596879686
180	0.05594785479
181	0.05592259305
182	0.0558945186
183	0.05587573599
184	0.05586249181
185	0.05584531328
186	0.05580332181
187	0.05577565732
188	0.05575081359
189	0.05570971504
190	0.05569230441
191	0.0556584434
192	0.05562532225
193	0.05561315317
194	0.05558931563
195	0.05556974639
196	0.05555836706
197	0.05552952623
198	0.05550861466
199	0.05546036039
200	0.05544176039
201	0.05541703254
202	0.05537574435
203	0.05534342239
204	0.05532554296
205	0.05530103374
206	0.05527146828
207	0.0552569055
208	0.05523309679
209	0.05520945012
210	0.05519277916
211	0.05516396715
212	0.05514242611
213	0.05512148696
214	0.05508449074
215	0.05507290048
216	0.0550428277
217	0.05502253589
218	0.05499620195
219	0.05497897198
220	0.05495745788
221	0.05494177255
222	0.05492433939
223	0.05491153382
224	0.05489253693
225	0.05487553949
226	0.05485005957
227	0.05483479786
228	0.05482103666
229	0.05480446266
230	0.05478974017
231	0.05476725681
232	0.05475480302
233	0.05474061324
234	0.05471453264
235	0.05470324685
236	0.05468612477
237	0.0546666644
238	0.05465446724
239	0.05463440205
240	0.05462125023
241	0.05459959555
242	0.05458493802
243	0.05456279127
244	0.054552822
245	0.05453785745
246	0.05451614746
247	0.05449730608
248	0.05448102901
249	0.05445683289
250	0.05443898996
251	0.05441833399
252	0.05439623301
253	0.05437875492
254	0.05436554065
255	0.05435391311
256	0.05433202709
257	0.05431069571
258	0.05429312031
259	0.05426021929
260	0.05423032531
261	0.05420960067
262	0.05419496928
263	0.05417123956
264	0.05414969609
265	0.05413934499
266	0.05412456902
267	0.05409679896
268	0.05408204685
269	0.05405910068
270	0.05404070895
271	0.0540192133
272	0.05398637072
273	0.05396612631
274	0.05395245583
275	0.05394309944
276	0.05393023972
277	0.05391255654
278	0.05389161813
279	0.0538764721
280	0.05384965917
281	0.05383213867
282	0.05381892912
283	0.05380820111
284	0.05379194521
285	0.05377750673
286	0.05375842854
287	0.05374765663
288	0.05372595406
289	0.05371282209
290	0.05369709183
291	0.05368285386
292	0.05366985178
293	0.05365823706
294	0.05364524321
295	0.05363462139
296	0.05362136841
297	0.05361007878
298	0.05359263546
299	0.0535787797
300	0.05356250983
301	0.05354962028
302	0.0535327648
303	0.05351540131
304	0.05350185185
305	0.053475201
306	0.05345243601
307	0.05342263076
308	0.05341166364
309	0.05339571173
310	0.0533767698
311	0.05335805071
312	0.0533480935
313	0.05332511264
314	0.05331060291
315	0.05330263197
316	0.05329079839
317	0.05327101496
318	0.05325816851
319	0.05323764301
320	0.05322175023
321	0.05320497516
322	0.05318973657
323	0.05317704143
324	0.05314683059
325	0.05313192858
326	0.05312348482
327	0.05310607453
328	0.0530953236
329	0.05308346901
330	0.05306703618
331	0.05305328598
332	0.05304215967
333	0.05302541871
334	0.05301107596
335	0.05299883723
336	0.0529734005
337	0.05296105847
338	0.05295592759
339	0.05293800729
340	0.05291418906
341	0.05290438649
342	0.05287847495
343	0.05286374086
344	0.05284928917
345	0.0528376992
346	0.0528224555
347	0.05279829101
348	0.05278680934
349	0.05277604583
350	0.05275373
351	0.0527334434
352	0.05270514436
353	0.0526944396
354	0.05268367197
355	0.05267196288
356	0.0526509071
357	0.05263232538
358	0.05261805826
359	0.05260852048
360	0.05259814859
361	0.05256953296
362	0.05255513894
363	0.0525405144
364	0.05252927701
365	0.05252344515
366	0.05249989742
367	0.05247902339
368	0.05246183454
369	0.05244860195
370	0.05243460114
371	0.05242506183
372	0.0524086523
373	0.05239148708
374	0.05237416584
375	0.05234697021
376	0.05233165247
377	0.05231482862
378	0.0523032
379	0.05228875238
380	0.05227633737
381	0.05225830964
382	0.05224793638
383	0.052218588
384	0.05218217598
385	0.05217251229
386	0.05215787003
387	0.05213878977
388	0.05212894196
389	0.05211989198
390	0.05210669588
391	0.05209094727
392	0.05207924891
393	0.0520674799
394	0.05204859994
395	0.05204027561
396	0.05201426137
397	0.05199990958
398	0.05199098414
399	0.05197792106
400	0.05196356047
401	0.05194975762
402	0.0519303044
403	0.05191721144
404	0.05190434322
405	0.05188231953
406	0.05185825871
407	0.05184680489
408	0.05182858194
409	0.05181244425
410	0.05180586778
411	0.05179522862
412	0.05177963762
413	0.05176389626
414	0.05175464523
415	0.05174106792
416	0.05173031089
417	0.05170951023
418	0.0517011319
419	0.05168698295
420	0.05166889184
421	0.05165046967
422	0.05162841882
423	0.05160679228
424	0.05158929014
425	0.05157617327
426	0.05156249584
427	0.05155402937
428	0.05154321696
429	0.05153176611
430	0.0515126459
431	0.05149991314
432	0.05148902745
433	0.05147351646
434	0.05146474949
435	0.05145647219
436	0.05144680639
437	0.05142626525
438	0.05141832386
439	0.0514079555
440	0.05138965633
441	0.05137755291
442	0.05136378148
443	0.05135666192
444	0.05134403338
445	0.05132309468
446	0.05130591457
447	0.05129692387
448	0.05128203863
449	0.05127022864
450	0.05125707773
451	0.05124657625
452	0.05122413672
453	0.05120458082
454	0.05119441955
455	0.05118001832
456	0.05116727267
457	0.05115346103
458	0.05113817554
459	0.05113017967
460	0.05112340743
461	0.05110950618
462	0.05109324923
463	0.05108573858
464	0.0510701121
465	0.05106081652
466	0.0510468066
467	0.05102694576
468	0.05101577914
469	0.05100261264
470	0.05099186019
471	0.05097551267
472	0.05094936816
473	0.05093793455
474	0.0509199685
475	0.05090774849
476	0.05089513032
477	0.05088279528
478	0.05087269968
479	0.05085641022
480	0.05084150815
481	0.05083270523
482	0.05082352984
483	0.05080940808
484	0.05078601978
485	0.05077312861
486	0.05075545136
487	0.05074760305
488	0.05074063061
489	0.0507258532
490	0.05070733654
491	0.05069416833
492	0.05068384772
493	0.05067237471
494	0.0506640036
495	0.05065394006
496	0.05063174462
497	0.05061573006
498	0.05060756632
499	0.05059596605
500	0.05059189249
501	0.0505791639
502	0.05056632562
503	0.05055548087
504	0.05054266492
505	0.05051882102
506	0.05050041271
507	0.05048604945
508	0.05047544908
509	0.05046098654
510	0.05044865574
511	0.05043881911
512	0.05042994464
513	0.05042205195
514	0.05040617196
515	0.05039923779
516	0.05038440434
517	0.05034826921
518	0.05033371853
519	0.05032432015
520	0.05031504399
521	0.05029609628
522	0.05028081631
523	0.05027046685
524	0.05025718625
525	0.05024391188
526	0.05023368366
527	0.0502128537
528	0.05019653788
529	0.05018801007
530	0.05017394197
531	0.05016759018
532	0.05015818272
533	0.05014843999
534	0.05014102066
535	0.05012664438
536	0.05011782747
537	0.05010771657
538	0.05008817595
539	0.05007078007
540	0.05004552514
541	0.05003042226
542	0.05001324308
543	0.04999954085
544	0.0499835447
545	0.04996803453
546	0.04996386751
547	0.04995433682
548	0.04994495573
549	0.04993575727
550	0.04992648886
551	0.04991164945
552	0.04989926552
553	0.04987556699
554	0.0498640201
555	0.04985495694
556	0.04982284236
557	0.04980668977
558	0.04979358641
559	0.04978677089
560	0.04977476674
561	0.04976085348
562	0.04974792209
563	0.04973142093
564	0.04971702778
565	0.04969844108
566	0.04968977117
567	0.04967415801
568	0.0496651133
569	0.04964118227
570	0.04962464662
571	0.04961629208
572	0.04960150149
573	0.04959082876
574	0.04957988411
575	0.0495651456
576	0.04955448175
577	0.04952160066
578	0.04951162157
579	0.04950018643
580	0.04949070245
581	0.0494789794
582	0.04946451676
583	0.04945558414
584	0.04943832243
585	0.04942617883
586	0.04941145796
587	0.04939976429
588	0.04939105515
589	0.04937728735
590	0.04937028172
591	0.04935840505
592	0.04934726825
593	0.04932429877
594	0.04931195941
595	0.04930237826
596	0.0492895685
597	0.04927850407
598	0.04925489366
599	0.04924157715
600	0.04923211353
601	0.04922669072
602	0.04921445681
603	0.04920059484
604	0.04918870968
605	0.0491786224
606	0.04916711125
607	0.04915308106
608	0.04914357827
609	0.04913596787
610	0.04912538815
611	0.04911569515
612	0.04910956486
613	0.04909435204
614	0.04908517413
615	0.04908110299
616	0.04907025336
617	0.04905792299
618	0.0490486796
619	0.04903777134
620	0.0490261054
621	0.04901141872
622	0.04900186067
623	0.04899151678
624	0.04897528477
625	0.04896427897
626	0.04895455611
627	0.04894302533
628	0.04893277459
629	0.04892176494
630	0.04891450996
631	0.04890126455
632	0.04888783599
633	0.04887180152
634	0.04886404351
635	0.04885500152
636	0.04884745065
637	0.04883749506
638	0.04883130797
639	0.04881882251
640	0.0487869107
641	0.04877687773
642	0.04876754211
643	0.04875673883
644	0.04875006481
645	0.04874179275
646	0.0487306711
647	0.04871520531
648	0.04870800807
649	0.04869201787
650	0.04868509509
651	0.04867009113
652	0.04865968964
653	0.0486478338
654	0.04863610098
655	0.04862638616
656	0.04861688758
657	0.04860819755
658	0.04859984749
659	0.04858784262
660	0.04857643345
661	0.04856436249
662	0.04854988512
663	0.04854238334
664	0.04853631533
665	0.04852295763
666	0.04850855627
667	0.04849280359
668	0.04846899712
669	0.0484634715
670	0.04844421653
671	0.04842514927
672	0.0484168747
673	0.04840857866
674	0.04839589588
675	0.04838118794
676	0.04836780378
677	0.04835818818
678	0.0483511724
679	0.04833861371
680	0.04832864878
681	0.04831988388
682	0.04830556836
683	0.04829401748
684	0.04828638896
685	0.04827144111
686	0.04826137485
687	0.0482527816
688	0.04823184502
689	0.04822240463
690	0.04821081093
691	0.04820066621
692	0.04818977996
693	0.04817750295
694	0.04817020502
695	0.0481602466
696	0.04815137412
697	0.04814083037
698	0.04812876019
699	0.0481085039
700	0.04809550859
701	0.04808178738
702	0.04806705376
703	0.0480623275
704	0.04804952639
705	0.04804187224
706	0.04803221314
707	0.04802429158
708	0.04800501186
709	0.04799481095
710	0.04798596626
711	0.04796885367
712	0.04795615301
713	0.04794568936
714	0.04793947708
715	0.04792358252
716	0.04791073105
717	0.04790490677
718	0.04788926437
719	0.04788359399
720	0.04787316903
721	0.04786309497
722	0.04785207773
723	0.04784093192
724	0.04783098296
725	0.04782422064
726	0.04781359077
727	0.04779678258
728	0.04778670934
729	0.04777901552
730	0.0477705494
731	0.0477621549
732	0.04775107669
733	0.04774225461
734	0.04773319203
735	0.04772549424
736	0.04771980963
737	0.0477083453
738	0.04769393568
739	0.04768167102
740	0.04767276693
741	0.04766311189
742	0.04765292708
743	0.04763863576
744	0.04763068295
745	0.04762171119
746	0.04761024194
747	0.04759910876
748	0.04758922408
749	0.04758386472
750	0.04757386462
751	0.04756263581
752	0.04755286829
753	0.04753511837
754	0.04751944916
755	0.04750996849
756	0.04749653046
757	0.04748866974
758	0.04747915895
759	0.04746196913
760	0.04745577425
761	0.04745194674
762	0.04744099428
763	0.04743026531
764	0.04742393209
765	0.04741687613
766	0.04740490675
767	0.04739661467
768	0.04739039908
769	0.04736658318
770	0.04735527261
771	0.04734739787
772	0.04732541906
773	0.04731865147
774	0.0473124224
775	0.04730409266
776	0.04729319282
777	0.04728505452
778	0.04727643607
779	0.04727072879
780	0.04726158134
781	0.04725186436
782	0.04723271865
783	0.04721796967
784	0.04720763331
785	0.04720103163
786	0.04719039004
787	0.04718231621
788	0.047162553
789	0.0471497086
790	0.04714317074
791	0.04713928992
792	0.0471333287
793	0.04711905452
794	0.0471066912
795	0.04709672859
796	0.04708976946
797	0.04707856709
798	0.04706478622
799	0.04705778999
800	0.04705001547
801	0.04703674796
802	0.04702456903
803	0.04701119151
804	0.04700480186
805	0.04699352113
806	0.04698428054
807	0.04697892888
808	0.04697474983
809	0.04696960368
810	0.04695976462
811	0.04694843458
812	0.04693923935
813	0.04692789955
814	0.04692209203
815	0.04691490685
816	0.04689910413
817	0.04688722375
818	0.04687440861
819	0.04686350427
820	0.04685583285
821	0.0468477492
822	0.04684261315
823	0.04682767097
824	0.04682259094
825	0.04680852979
826	0.04680289116
827	0.04679238539
828	0.04678558217
829	0.04677823554
830	0.04676436737
831	0.04675442574
832	0.04674414044
833	0.04673593995
834	0.04672027632
835	0.04670652219
836	0.04669964094
837	0.04669327497
838	0.04668744251
839	0.04667439744
840	0.04666790208
841	0.04665512638
842	0.0466446561
843	0.04664071806
844	0.04663416122
845	0.04662394042
